date,areaName,deathsRegistered
2021-01-08,"Bournemouth, Christchurch and Poole",30
2021-01-01,"Bournemouth, Christchurch and Poole",13
2020-12-25,"Bournemouth, Christchurch and Poole",8
2020-12-18,"Bournemouth, Christchurch and Poole",9
2020-12-11,"Bournemouth, Christchurch and Poole",13
2020-12-04,"Bournemouth, Christchurch and Poole",23
2020-11-27,"Bournemouth, Christchurch and Poole",22
2020-11-20,"Bournemouth, Christchurch and Poole",14
2020-11-13,"Bournemouth, Christchurch and Poole",13
2020-11-06,"Bournemouth, Christchurch and Poole",14
2020-10-30,"Bournemouth, Christchurch and Poole",12
2020-10-23,"Bournemouth, Christchurch and Poole",3
2020-10-16,"Bournemouth, Christchurch and Poole",4
2020-10-09,"Bournemouth, Christchurch and Poole",2
2020-10-02,"Bournemouth, Christchurch and Poole",0
2020-09-25,"Bournemouth, Christchurch and Poole",0
2020-09-18,"Bournemouth, Christchurch and Poole",0
2020-09-11,"Bournemouth, Christchurch and Poole",0
2020-09-04,"Bournemouth, Christchurch and Poole",0
2020-08-28,"Bournemouth, Christchurch and Poole",0
2020-08-21,"Bournemouth, Christchurch and Poole",0
2020-08-14,"Bournemouth, Christchurch and Poole",0
2020-08-07,"Bournemouth, Christchurch and Poole",1
2020-07-31,"Bournemouth, Christchurch and Poole",0
2020-07-24,"Bournemouth, Christchurch and Poole",0
2020-07-17,"Bournemouth, Christchurch and Poole",1
2020-07-10,"Bournemouth, Christchurch and Poole",0
2020-07-03,"Bournemouth, Christchurch and Poole",2
2020-06-26,"Bournemouth, Christchurch and Poole",0
2020-06-19,"Bournemouth, Christchurch and Poole",4
2020-06-12,"Bournemouth, Christchurch and Poole",3
2020-06-05,"Bournemouth, Christchurch and Poole",6
2020-05-29,"Bournemouth, Christchurch and Poole",4
2020-05-22,"Bournemouth, Christchurch and Poole",2
2020-05-15,"Bournemouth, Christchurch and Poole",12
2020-05-08,"Bournemouth, Christchurch and Poole",23
2020-05-01,"Bournemouth, Christchurch and Poole",37
2020-04-24,"Bournemouth, Christchurch and Poole",42
2020-04-17,"Bournemouth, Christchurch and Poole",26
2020-04-10,"Bournemouth, Christchurch and Poole",19
2020-04-03,"Bournemouth, Christchurch and Poole",6
2020-03-27,"Bournemouth, Christchurch and Poole",0
2020-03-20,"Bournemouth, Christchurch and Poole",0
2020-03-13,"Bournemouth, Christchurch and Poole",0
2020-03-06,"Bournemouth, Christchurch and Poole",0
2020-02-28,"Bournemouth, Christchurch and Poole",0
2020-02-21,"Bournemouth, Christchurch and Poole",0
2020-02-14,"Bournemouth, Christchurch and Poole",0
2020-02-07,"Bournemouth, Christchurch and Poole",0
2020-01-31,"Bournemouth, Christchurch and Poole",0
2020-01-24,"Bournemouth, Christchurch and Poole",0
2020-01-17,"Bournemouth, Christchurch and Poole",0
2020-01-10,"Bournemouth, Christchurch and Poole",0
2020-01-03,"Bournemouth, Christchurch and Poole",0
